wavelength_nm,led_mw_per_nm,dichroic_t,ir_cut_t,qe_r,qe_g,qe_b
423.9387800,0.9555665661,0.9568205496,0.9302055142,0.05867326140,0.1057449020,0.4423334904
424.1579600,0.9652964858,0.9574223674,0.9304005844,0.05848257480,0.1059421640,0.4433592528
424.3771700,0.9954150099,0.9580908045,0.9305956813,0.05829186210,0.1061394530,0.4443851556
424.5963800,1.027302610,0.9587592415,0.9307907782,0.05810114940,0.1063367420,0.4454110584
424.8156100,1.044108835,0.9594277396,0.9309858929,0.05791041930,0.1065340490,0.4464370548
425.0348600,1.075111897,0.9601171135,0.9311810254,0.05771967180,0.1067313740,0.4474631448
425.2541200,1.117613956,0.9609166232,0.9313761668,0.05752891560,0.1069287080,0.4484892816
425.4734000,1.160116014,0.9617162058,0.9315713260,0.05733814200,0.1071260600,0.4495155120
425.6926900,1.209738604,0.9625158248,0.9317664941,0.05714735970,0.1073234210,0.4505417892
425.9119900,1.235390211,0.9633154803,0.9319616711,0.05695656870,0.1075207910,0.4515681132
426.1313100,1.260201506,0.9639775171,0.9321568659,0.05676576030,0.1077181790,0.4525945308
426.3506400,1.293858183,0.9645472926,0.9323520696,0.05657494320,0.1079155760,0.4536209952
426.5699900,1.335475703,0.9651171200,0.9325472911,0.05638410870,0.1081129910,0.4546475532
426.7893500,1.363825150,0.9656869734,0.9327425215,0.05619326550,0.1083104150,0.4556741580
427.0087300,1.398366365,0.9662497551,0.9329377697,0.05600240490,0.1085078570,0.4567008564
427.2281200,1.439983885,0.9666406642,0.9331330268,0.05581153560,0.1087053080,0.4577276016
427.4475300,1.507297239,0.9670316090,0.9333283017,0.05562064890,0.1089027770,0.4587544404
427.6669500,1.540953915,0.9674225715,0.9335235855,0.05542975350,0.1091002550,0.4597813260
427.8863800,1.572797289,0.9678135519,0.9337188782,0.05523884940,0.1092977420,0.4608082584
428.1058300,1.613574498,0.9680387217,0.9339141887,0.05504792790,0.1094952470,0.4618352844
428.3253000,1.658730170,0.9680858419,0.9341095170,0.05485698900,0.1096927700,0.4628624040
428.5447700,1.675536395,0.9681329621,0.9343048453,0.05466605010,0.1098902930,0.4638895236
428.7642700,1.692386847,0.9681800888,0.9345002003,0.05447508510,0.1100878430,0.4649167836
428.9837700,1.675536395,0.9682272154,0.9346955553,0.05428412010,0.1102853930,0.4659440436
